S. No.,SITE_ID,DISTRICT,Block,VILLAGE,ELEVATION,FORMATION,River Basin,Normal (1901-70),Average rainfall (2012-21) (mm),Rainfall (2021) (mm),Departure (%) in 2021 from normal rainfall,Departure (%) in 2021 from Average rainfall,MAY_bgl,AUG_bgl,NOV_bgl,JAN_bgl,DEPTH,MAY_flu,AUG_flu,NOV_flu,JAN_flu
,,GANGANAGAR,SRI VIJAYNAGAR,JAITSAR,167,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,10.05,7.55,7.4,7.35,38.3,5.95,4.01,3.65,3.42
,,GANGANAGAR,SRI VIJAYNAGAR,Jaitsar,162,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,"8,9",7.65,7.7,7.75,84,-6.69,-2.34,-2.30,0.00
,,GANGANAGAR,KARANPUR,KARANPUR1,166,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,6.65,5.2,11.07,5.3,20.12,6.25,0.95,4.17,2.32
,,GANGANAGAR,ANUPGARH,KHAL,155,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,11.5,"8,93",8.9,8.94,33,3.46,-0.61,0.59,-0.73
,,GANGANAGAR,SANGARIYA,KHERUWALA,182,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,23.83,21.38,21.33,21.13,54.93,11.17,5.67,3.79,2.51
,,GANGANAGAR,SADULSHAHAR,Lalgarh,178,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,30.1,16.34,16.35,16.32,198,4.07,5.09,6.54,7.32
,,GANGANAGAR,SADULSHAHAR,LALGARH JATAN,178,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,20.8,17.93,15.3,17.67,30.2,4.74,2.02,0.60,-0.88
,,GANGANAGAR,SURATGARH,LALGARIYA,179,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,25.65,23.93,23.8,23.95,48.75,0.48,0.35,0.17,0.43
,,GANGANAGAR,RAISINGHNAGAR,MUKLAWA,166,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,12.68,10.25,10.29,10.28,42.98,1.51,0.26,-0.07,0.50
,,GANGANAGAR,PADAMPUR,Narsinghpur,176,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,20.65,17.27,15.2,17,28.3,1.18,-2.07,-2.61,-2.73
,,GANGANAGAR,SURATGARH,PADAMPURA,181,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,1.95,1.75,1.95,0,34.31,0.17,-0.47,-0.83,-0.54
,,GANGANAGAR,SURATGARH,PIPASAR,197,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,40.98,37.28,38.38,39.98,58.28,0,0,0,0
,,GANGANAGAR,SURATGARH,PIPERAN,187,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,7.95,7.76,8.05,8.05,40.15,3.37,2.94,0.73,0.68
,,GANGANAGAR,RAISINGHNAGAR,RAISINGHNAGAR,166,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,10.73,10.74,9.97,9.73,32.1,0.86,0.71,0.21,-0.08
,,GANGANAGAR,ANUPGARH,RAMSINGHPURA,157,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,17.84,15,14.97,15.04,30.89,11.27,11.83,9.36,9.56
,,GANGANAGAR,SURATGARH,RAYANWALI,187,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,22.06,18.24,18.33,18.34,53.51,0.70,0.54,0.65,0.87
,,GANGANAGAR,SURATGARH,Rayanwali Deep,186,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,17.85,17.51,17.42,17.56,170,-5.39,-0.17,-0.72,-0.22
,,GANGANAGAR,SURATGARH,Rayanwali Shallow,186,Older Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,19.05,17.1,17.03,17.16,170,4.00,2.85,0.63,-0.66
,,GANGANAGAR,GHADSANA,ROJARI,156,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,5.7,5.9,0,0,34.17,0.57,0.97,-0.40,0.63
,,GANGANAGAR,KARANPUR,RUPANAGAR,166,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,7.55,5.42,5.2,5.25,13.45,-8.33,-9.76,-8.34,-8.54
,,GANGANAGAR,PILIBANGA,SARDARPURA,192,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,16.4,6.7,7.65,6.86,37.15,-1.03,-0.78,-2.26,-1.33
,,GANGANAGAR,SADULSHAHAR,Sunderpura_DW,178.939,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,27.5,24.81,24.98,24.07,45,-0.04,0.73,0.90,0.85
,,GANGANAGAR,KARANPUR,"Sunderpura,",170.877,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,12.53,10.43,10.63,0,50,0.15,2.34,0.65,0.66
,,GANGANAGAR,SADULSHAHAR,SURANWALI,173,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,21.5,18.09,18.4,19,37.3,-1.05,2.96,0.47,-1.38
,,GANGANAGAR,PILIBANGA,SURATGARH,176,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,11.45,8.67,8.9,8.9,90.11,-1.65,1.74,-1.21,-0.97
,,GANGANAGAR,GANGANAGAR,TATARSAR,169,Younger Alluvium,The Outside Basin,171.6,233.80,201,14.62,-16.33,12.36,11.74,11.72,11.66,50.76,-0.25,3.91,-1.40,-2.44
,,HANUMANGARH,SANGARIYA,Bhagatpura-Pz,190,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,17.1,12.61,12.65,12.75,200,-0.38,3.71,1.09,1.15
,,HANUMANGARH,NOHAR,BHUKARKA,190,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,17.65,14.7,16.5,17.48,34,-0.14,0.40,-0.79,-0.99
,,HANUMANGARH,RAWATSAR,BIRAMSAR,180,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,24.85,23.06,22.4,22.95,48.2,-2.07,6.91,3.93,3.09
,,HANUMANGARH,RAWATSAR,BISRASAR,200,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,46.2,41.56,43.95,44.61,50.15,0.34,3.74,0.16,-0.93
,,HANUMANGARH,SANGARIYA,BOLANWALI,189,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,16,14.91,14.95,14.95,19,-5.57,0.75,0.87,0.09
,,HANUMANGARH,HANUMANGARH,Chak Sampatnagar2,186,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,25.15,25.51,25.7,25.8,198.9,3.45,7.65,4.52,2.39
,,HANUMANGARH,BHADRA,CHHANI BARI,202,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.85,10.35,10.42,10.55,19.95,-0.52,5.22,3.29,1.06
,,HANUMANGARH,TIBI,CHISTIAN,189,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,37.7,35.88,35.37,34.72,200,0.17,1.63,-0.01,-0.16
,,HANUMANGARH,HANUMANGARH,CHOHLINYAWALI,182,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,1.4,1.45,0.92,1.25,45.44,-2.93,5.43,1.19,-1.00
,,HANUMANGARH,RAWATSAR,DHANASAR,183,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.4,0,0,0,38.3,-2.04,2.72,0.06,-2.29
,,HANUMANGARH,HANUMANGARH,DHOLIPAL,183,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,25.98,22.33,23.5,22.43,52.83,7.67,6.37,3.70,8.76
,,HANUMANGARH,RAWATSAR,DUDHAL,199,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,0,0,50.65,50.85,55,-0.85,1.35,0.37,-0.14
,,HANUMANGARH,BHADRA,DUNGRANA,204,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.9,11.77,11.63,11.35,40,-1.59,0.94,-1.18,-1.32
,,HANUMANGARH,RAWATSAR,GANDEHALI,189,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,7.85,4.93,4.6,4.6,28.38,1.17,5.27,2.55,3.17
,,HANUMANGARH,PILIBANGA,Goluwala,178,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,31.1,28.98,29.1,0,30.7,3.62,1.63,1.93,1.76
,,HANUMANGARH,PILIBANGA,GOLUWALA,178,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,0,0,27.94,29,198,0.94,1.64,8.49,1.34
,,HANUMANGARH,HANUMANGARH,Hanumangarh Rau,181,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,29.75,24.5,22.55,24.1,186.7,-0.41,0.95,0.29,-0.05
,,HANUMANGARH,PILIBANGA,Kalibanga-Pz,175,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,27.68,26.71,26.56,26.26,201,5.35,1.79,1.68,3.45
,,HANUMANGARH,HANUMANGARH,KOHLA,184,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,29,22.78,21.75,21.8,33.85,-0.30,-1.89,-1.84,-2.38
,,HANUMANGARH,PILIBANGA,LAKHASAR1,181,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,23.4,23.01,23.04,23.26,48.6,0,0,0,0
,,HANUMANGARH,NOHAR,LAKHASAR2,204,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,19,15.69,16.45,15.25,33.35,-2.23,-1.70,-2.19,-1.92
,,HANUMANGARH,RAWATSAR,LAKHERAN,191,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,39.65,36.34,36.5,36.3,57.22,3.64,3.54,3.76,3.87
,,HANUMANGARH,BHADRA,MALSISAR,202,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.45,12.79,12.6,13,19,-1.93,0.45,-1.42,-3.61
,,HANUMANGARH,BHADRA,MUNSARI,204,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,18.18,13.84,13.98,14.05,29.08,-0.35,-0.31,-0.69,-0.80
,,HANUMANGARH,NOHAR,NOHAR1,198,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,15.1,14,14.7,13.7,26.67,2.05,0.44,-1.14,-0.90
,,HANUMANGARH,PILIBANGA,Paditawali,180,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,19.1,0,10.53,10.76,100,-1.00,3.63,2.00,-4.56
,,HANUMANGARH,HANUMANGARH,PAKKASARNA,181,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,32.99,29.46,29.65,29.84,49.34,-1.38,-0.54,-0.91,-0.84
,,HANUMANGARH,HANUMANGARH,Pale Wali Dhani,178,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,29.95,25.61,25.5,25.68,100,-0.46,-0.93,-0.49,-1.54
,,HANUMANGARH,RAWATSAR,PALLU,192,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,43.85,42.8,43.1,43.06,47.5,0.83,0.05,-0.32,-0.65
,,HANUMANGARH,PILIBANGA,PANDITAWALI,180,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,12.16,9.95,10.11,9.92,45.01,3.32,1.42,1.47,0.76
,,HANUMANGARH,RAWATSAR,PURABSAR,190,Older Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,33.5,30.55,29.76,30.47,62.35,1.97,1.25,1.03,1.28
,,HANUMANGARH,PILIBANGA,Rampura,174,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.9,0,0,0,25,0.97,0.05,5.93,0.36
,,HANUMANGARH,PILIBANGA,RAMSARA,173,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,19.3,0,16.15,0,33.4,3.47,2.13,1.33,0.76
,,HANUMANGARH,NOHAR,RAMSARA1,197,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,21.55,17.38,18.3,18.3,24.5,1.24,0.79,0.90,0.95
,,HANUMANGARH,SANGARIYA,RATANPURA,188,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,1,0.34,0,0,50.97,12.51,-0.85,-2.28,-3.49
,,HANUMANGARH,RAWATSAR,RAWATSAR,187,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,3.53,1.73,1.7,1.8,28.78,1.76,-0.73,-4.17,-1.05
,,HANUMANGARH,RAWATSAR,Rawatsar Deep,179,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,6.8,0,0,7.17,127,1.06,-0.35,-3.03,-0.93
,,HANUMANGARH,RAWATSAR,Rawatsar Shallow,179,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,7.85,0,0,7.05,19,1.47,0.13,-0.15,-0.55
,,HANUMANGARH,TIBI,SALEWALI,188,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,13.7,14.04,13.95,14.21,25.51,2.99,0.20,-2.24,-0.57
,,HANUMANGARH,HANUMANGARH,SATIPURA,186,Younger Alluvium,The Outside Basin,237.5,315.85,377,36.92,16.11,27.95,28.6,28.85,28.6,33.29,0.78,0.76,0.75,0.83
,,JAIPUR,GOVINDGARH,Alisar,447,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,59.2,61.35,61.1,61.25,116,2.53,-1.38,0.06,1.50
,,JAIPUR,SHAHPURA,Amarsar,524,Younger Alluvium,Banganga,526.8,572.71,715,26.30,19.88,64.1,62.4,0,63.15,120,0.81,1.36,1.08,0.89
,,JAIPUR,AMBER,AMBER,396,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,10.8,9.3,10.2,10.65,13.75,-0.76,-0.08,-0.80,-1.21
,,JAIPUR,VIRATNAGAR,Antella,396.98,Quartzite,Sabi,526.8,572.71,715,26.30,19.88,0,30.75,30.9,30.55,55.34,2.87,0.30,0.10,0.01
,,JAIPUR,GOVINDGARH,Astikalan,449,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,78.6,80.1,79.9,79.8,96,2.41,0.56,0.46,-0.25
,,JAIPUR,DUDU,Bandh Ke Balaji,337,Schist,Banas,526.8,572.71,715,26.30,19.88,45.3,44.3,51.5,51.8,90,0.77,0.25,0.58,0.58
,,JAIPUR,SANGANER,Barkabalaji,352,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,72.6,63.9,66.9,67.7,110,4.41,2.12,0.28,1.93
,,JAIPUR,PHAGI,Bhankrota,400,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,66.6,56.1,59,59.35,80,-2.41,-1.89,-2.45,-2.65
,,JAIPUR,PHAGI,Bhojpura,308,Gneiss,Banas,526.8,572.71,715,26.30,19.88,4.6,3.8,6.25,6.8,13.2,1.62,0.01,-0.13,-0.23
,,JAIPUR,SHAHPURA,Bidhara,447,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,84,83.1,81.75,83.05,119,10.73,1.56,0.35,-0.04
,,JAIPUR,SANGANER,Bilwa Pz,347,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,13.3,13.3,18.7,19.05,71.5,3.09,1.06,0.65,-0.93
,,JAIPUR,JHOTWARA,Bindayaka,408,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,47.7,45.8,50.1,50.8,112,5.97,3.83,3.64,6.54
,,JAIPUR,SANGANER,Budhpura IMD,379,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,51.1,49.6,51.25,51.9,67,3.55,-0.96,0.19,-0.39
,,JAIPUR,JHOTWARA,CGWB Campus Jaipur,444,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,0,48.8,48.35,71.2,0,0,0,0
,,JAIPUR,CHAKSU,CHAKSU,303,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,17.75,11.05,11.4,12.2,18.55,5.53,2.26,1.73,2.02
,,JAIPUR,PHAGI,Chakwara,324,Gneiss,Banas,526.8,572.71,715,26.30,19.88,18.1,10.2,10.7,10.85,18,-1.01,-1.24,-2.97,-3.12
,,JAIPUR,PHAGI,Chakwara Pz,324,Gneiss,Banas,526.8,572.71,715,26.30,19.88,0,9.6,9.9,10.1,70,4.23,0.21,-0.19,-0.20
,,JAIPUR,PHAGI,Chandama,305,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,10.55,4.85,4.24,4.32,17.5,-1.07,-3.10,-2.12,-1.45
,,JAIPUR,PHAGI,Chandama Kallan,305,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,6.95,5.65,3.25,3.29,73,0.97,-0.29,-1.84,-1.38
,,JAIPUR,SANGANER,Chirota,352,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,29.8,28.2,29,30.1,30.5,1.27,1.51,-0.41,0.05
,,JAIPUR,PHAGI,Chittora,323,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,21.05,9.75,11.75,12.2,32,0.28,-0.49,-0.63,-0.72
,,JAIPUR,PHAGI,Chittora Pz,323,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,10.95,9.7,11.25,11.8,76,3.99,3.33,4.56,3.74
,,JAIPUR,PHAGI,Choru,328,Gneiss,Banas,526.8,572.71,715,26.30,19.88,9.1,1.9,1.8,2.2,24,0.88,-0.96,-2.96,-3.13
,,JAIPUR,PHAGI,Choru Pz,328,Gneiss,Banas,526.8,572.71,715,26.30,19.88,20.5,13,14.25,14.55,70,7.72,5.33,5.35,4.05
,,JAIPUR,SANGANER,Dahmi Kallan,364,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,51.7,47.6,53.9,54.9,90,-3.28,-1.23,-1.94,-2.07
,,JAIPUR,JAMWA RAMGARH,DATAL GURJRAN,429,Quartzite,Banganga,526.8,572.71,715,26.30,19.88,36.2,35.7,35.6,35.7,57,5.19,5.29,5.32,5.43
,,JAIPUR,PHAGI,DAWACH,299,Gneiss,Banas,526.8,572.71,715,26.30,19.88,14.3,12.25,12.5,12.85,16,3.45,2.50,1.89,1.03
,,JAIPUR,PHAGI,DAWACH1,293,Gneiss,Banas,526.8,572.71,715,26.30,19.88,10.6,9.5,10.9,11,150,3.65,3.45,3.25,3.55
,,JAIPUR,BASSI,Deogaon,378,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,51,45.9,44.9,45.05,105,-0.11,-1.42,-1.91,-2.48
,,JAIPUR,DUDU,Dhandoli,360,Gneiss,Banas,526.8,572.71,715,26.30,19.88,3.15,2.4,3.25,3.5,200,3.92,2.32,1.32,0.78
,,JAIPUR,SHAHPURA,Dhawali,498,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,47.4,46.2,44.75,44.3,91,5.85,4.40,2.83,3.56
,,JAIPUR,GOVINDGARH,DHODSAR,466,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,59,59.1,59.5,59.2,79,2.87,3.54,3.43,5.00
,,JAIPUR,PHAGI,Didwata,300,Gneiss,Banas,526.8,572.71,715,26.30,19.88,12.2,12.6,7.25,7.86,20,9.30,4.22,1.87,3.08
,,JAIPUR,PHAGI,Didwata Pz,300,Gneiss,Banas,526.8,572.71,715,26.30,19.88,11.6,34.3,8.46,7.36,70,3.37,4.15,3.80,2.37
,,JAIPUR,SANGANER,DURGAPURA,388,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,60.1,56.7,61.1,61.65,100,9.68,4.48,2.47,2.04
,,JAIPUR,DUDU,Gadota,346,Gneiss,Banas,526.8,572.71,715,26.30,19.88,9.3,6.75,8.2,9.15,92,3.95,4.18,3.49,3.32
,,JAIPUR,BASSI,Gangarampur,346,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,57.55,49.85,52.9,53.55,108,2.90,1.49,0.99,-0.60
,,JAIPUR,PHAGI,Ghatyali,310,Gneiss,Banas,526.8,572.71,715,26.30,19.88,10.8,4.45,7.2,5.87,14.5,2.32,-0.11,-0.57,-0.71
,,JAIPUR,PHAGI,Ghatyali Pz,325,Gneiss,Banas,526.8,572.71,715,26.30,19.88,9.7,3.45,5.58,3.65,63,-0.19,0.23,0.02,0.32
,,JAIPUR,CHAKSU,GONER,323,Schist,Banas,526.8,572.71,715,26.30,19.88,14.1,13.95,15,15.15,30,3.72,-0.07,-0.13,-0.21
,,JAIPUR,JHOTWARA,Gwd Campus,438,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,0,64.6,0,112,-0.19,-0.81,-0.31,-1.57
,,JAIPUR,AMBER,Harmara,471,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,82.9,86.8,85.9,86.95,125,10.25,-0.45,1.61,-0.60
,,JAIPUR,GOVINDGARH,Hastera1,436,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,31,33,34.25,33.7,60,7.78,5.84,4.12,3.22
,,JAIPUR,JHOTWARA,Heerapura,421,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,78.55,78.6,79,79.6,106,3.75,0.64,2.99,-0.05
,,JAIPUR,JHOTWARA,Jaisingpur Khor,344,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,41.7,44.6,44.8,44.4,200,0.62,2.85,-0.14,0.26
,,JAIPUR,JAMWA RAMGARH,Jamwa Ramgarh,401,Younger Alluvium,Banganga,526.8,572.71,715,26.30,19.88,0,49.9,0,0,87,3.83,2.36,1.98,1.35
,,JAIPUR,BASSI,Jatwara Pz,330,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,29.15,28.9,28,53,-3.30,-6.78,-7.23,-5.41
,,JAIPUR,JHOTWARA,JHOTWARA1,442,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,71.6,70.7,75.65,76.3,85.04,0,0,0,0
,,JAIPUR,SAMBHAR,Jobner,398,Older Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,23.2,23,22.7,23,100,4.26,4.56,4.32,4.25
,,JAIPUR,GOVINDGARH,Kaladera2,463,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,60.2,58.1,60.8,61.1,70,4.73,2.54,2.18,2.34
,,JAIPUR,JHOTWARA,KALWAD,401,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,53.2,53.6,53.7,54.1,100,3.12,0.45,1.26,0.56
,,JAIPUR,GOVINDGARH,Kanarpura,430,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,55.2,55.15,56,55.7,94,-9.02,-3.56,-4.53,-5.67
,,JAIPUR,PHAGI,Kansel,324,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,5.85,5.4,8.9,9.15,72,2.01,0.24,-0.10,0.26
,,JAIPUR,KOTPUTLI,Kansli,361,Younger Alluvium,Sabi,526.8,572.71,715,26.30,19.88,52.9,51,50.05,51.2,80,-0.11,-0.34,0.04,0.03
,,JAIPUR,JAMWA RAMGARH,Kharana,351,Quartzite,Banganga,526.8,572.71,715,26.30,19.88,46.2,38.3,38.5,37.9,84,1.11,1.23,0.54,0.21
,,JAIPUR,SAMBHAR,Kheerwa,410,Older Alluvium,Shekhawati,526.8,572.71,715,26.30,19.88,57.7,41,41.9,42,120,2.76,7.89,5.46,4.51
,,JAIPUR,GOVINDGARH,Khejroli-Pz,486,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,0,83.5,0,0,87.6,4.78,5.51,5.28,5.20
,,JAIPUR,SHAHPURA,Khora Ladkhani,471,Younger Alluvium,Banganga,526.8,572.71,715,26.30,19.88,51,49.1,46.9,48.25,87,-0.91,4.77,3.24,4.76
,,JAIPUR,PHAGI,Ladana,310,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,14.9,5.5,6.7,6.8,18,2.42,3.00,2.45,1.07
,,JAIPUR,PHAGI,Ladana Pz,310,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,9.9,3.9,4.9,5.35,70,-1.10,0.49,0.38,0.73
,,JAIPUR,JHOTWARA,Lalpura,411,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,87.7,84.7,89.2,89.4,120,-0.85,-0.75,0.20,-0.50
,,JAIPUR,PHAGI,Lasariya,313,Gneiss,Banas,526.8,572.71,715,26.30,19.88,10.85,3.25,4.75,5.25,21,7.07,9.21,6.61,7.20
,,JAIPUR,BASSI,Madhogarh,330,Quartzite,Banas,526.8,572.71,715,26.30,19.88,38.7,33.8,35.4,35.5,102,4.18,5.25,12.13,12.46
,,JAIPUR,PHAGI,Madhorajpur,304,Gneiss,Banas,526.8,572.71,715,26.30,19.88,17.8,13.2,12.45,12.6,25.2,6.84,1.95,4.35,1.92
,,JAIPUR,PHAGI,Madhorajpur Pz,308,Gneiss,Banas,526.8,572.71,715,26.30,19.88,8.55,12.2,11.9,12.4,72,-5.23,-9.97,-5.23,-7.79
,,JAIPUR,BASSI,Maharajpura,348,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,54.2,0,59.55,59.85,108,-0.03,-2.04,1.90,2.81
,,JAIPUR,PHAGI,Majhi Renwal,331,Gneiss,Banas,526.8,572.71,715,26.30,19.88,33.8,23.55,26.5,26.65,40,-7.37,-4.46,-4.62,-4.04
,,JAIPUR,PHAGI,Majhi Renwal Pz,330,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,29.1,23.7,25.55,25.75,72,-3.54,-1.58,4.16,5.12
,,JAIPUR,JAMWA RAMGARH,MALAWALA,392,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,0,48.95,49.2,49.8,56,1.30,1.33,4.91,6.69
,,JAIPUR,DUDU,MANGARWARA,328,Gneiss,Banas,526.8,572.71,715,26.30,19.88,2.43,0.58,1.08,1.73,16.17,2.65,-0.18,0.66,4.37
,,JAIPUR,SHAHPURA,Manohrpura Pz,288.15,Younger Alluvium,Banganga,526.8,572.71,715,26.30,19.88,52.2,50.9,52.3,53.25,120,-4.65,-4.35,-4.34,-4.17
,,JAIPUR,SANGANER,MANSAROVAR GWD,396,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,36.35,37.2,42.1,42.35,79,4.19,-1.43,-2.29,-1.60
,,JAIPUR,SANGANER,Mansarovar Cgwb,396,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,44.7,47.1,50.25,50.5,100,3.13,0.91,-0.70,-2.52
,,JAIPUR,SANGANER,Mathurawala,381,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,8.9,7.1,9.6,9.75,108,2.54,3.22,2.50,2.48
,,JAIPUR,DUDU,Mehla Pz,343,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,22.45,21.55,22.25,23.05,93,1.51,-0.53,-1.54,-3.18
,,JAIPUR,JHOTWARA,MES JAIPUR,439,Younger Alluvium,Banas,526.8,572.71,715,26.30,19.88,33.85,32.5,32.1,32.2,67.8,0.59,0.92,-1.08,-1.70
,,JAIPUR,SANGANER,MOHANA,366,Older Alluvium,Banas,526.8,572.71,715,26.30,19.88,49.3,54.75,53.9,54.1,63.01,9.84,11.16,12.23,11.33
,,JAIPUR,SAMBHAR,Mohanpur Balaji,411,Younger Alluvium,Shekhawati (Mendha),526.8,572.71,715,26.30,19.88,58.2,60.2,58.4,59.35,74,-3.33,-9.08,-9.12,-10.65
,,JAIPUR,PHAGI,Mohanpura (Ranwa),316,Schist,Banas,526.8,572.71,715,26.30,19.88,6.65,5.6,0,7.95,70,0.51,2.46,3.51,2.72
